review_score,full_text
0.5,bom porem produto bom porem falha mecanica porta deixa aberta pendendo lado dentro facilitando entrada gato mas dificultando saida
0.5,bom trava pouco relevante bom trava pouco relevante analisando custo x beneficio bom aparelho
1.0,boneca linda boneca linda bonita outras versoes havia visto lojas fisicas superou expectativas filha amou veio bem embalada nenhum dano produto recomendo compra americanas parceiros
0.5,bonito painel exatamente fotografia mas abrir embalagem dois canto movel quebrada pois material mdf fragil desbruga facilmente pra montar delicado mas bonito tendo cuidado bom
0.5,bonito pena pois comprei voltagem errada comprei devia deve bate bem fraquinho pouquinho voltagem somente portanto deve bom voltagem correta
0.5,bonzinho bom mas valor q paguei valia pena comprar ventiladores investi pouco comprar ar parede
0.5,brinquedo crianca bem feito mas minusculo nao cabe cebola dentro pior vendido loja parceira consigo efetuar devolucao jeito nenhum cansei solicitar ninguem da retorno nunca compro nada americanas loja parceira
0.5,cabe celular quantas polegadas nessa bracadeira cabe celular quantas polegadas nessa bracadeira
0.0,cabecote filtro faltante faltou cabecote instalacao filtro veja manual fabricante recomenda colocacao cabecote filtro injecao agua eliminar gosto carvao
0.0,cabo cabo conector devia maior pois conectar carro vc consegue estender pneu lado carro exemplo moto lado
0.5,cabo gostaria saber comprimento cabo alguem sabeee talvez compre conforme comprimento cabo
0.0,cade produto prazo entrega foi nao recebi ainda porcaria loja
1.0,cadeira boa entrega rapida gostei produto
0.5,cade numeracao tenis numeracao tenis cade desse modelo cor
0.0,cafeteira demora processo filtragem sendo somente duas xicaras
0.0,cafe cheio po cafeteira pessima fragil coador filtra po pinga devagar fica frio claramente modelo vagabundo deu certo tao barata plastico design pior imagem detestei ja descartei
0.5,camera ruim compra celular camera n compre tendo flash frente atras mas qualidade ruim resto boa
1.0,capa iphone produto bom otimo preco podem comprar recomendo
0.5,cartucho funciona recebi pedido prazo mas cartucho preto funcionou
0.0,case tablet trata case entendo protecao total frente verso capa ima parte protecao parte tras ipad mim funcionou solicitei devolucao
1.0,celular mt bom celular otimo todos tipos usuario recomendo bastante tempo entrega foi apenas semanas realmente incrivel pessoal americanas
1.0,celular produto bom chegou bem antes prazo satisfeitissima
0.0,celular parou funcionar celular samsung galaxy j pro apenas dias apos recebimento parou funcionar agora esperar autorizada avaliar foi motivo parada
0.0,celular ruim baixo ninguem ouve nada horrivel recomedo niguem
0.0,celular travando comprei faz mes tendo problema aparelho travando baixei aplicativos aconteca todos aparelhos veem defeito recomendo ninguem
0.0,celulares lg todos ruins celular defeito menos anos conserto caro contar cada tecnico fala problema diferente nao recomendo pro inimigos rsrs
0.0,celullar defeito celular veio defeito touch espero conseguir troca restituicao
0.0,chapinha produto veio defeito reclamei momento nenhuma resposta ninguem
0.5,chapinha certo tipo cabelo filha chapinha atende bem mas mim cabelo crespo atendeu esquentar tanto quanto cabelo precisa
0.0,charlene gostei resolucao cameras imagem fica nitida
0.5,chateada aquisicao recebi produto rapido porem imaginava q colchonetes pouco fofo pouco maior comprimento fino colocando ainda da ficar aconchegante
1.0,chegou antes data otima compra entrega chegou antes previsto
0.0,chegou arranhada suja primeiramente caixa toda rasgada remendada panela entao toda suja marca maos parece q trocaram pecas mesma arranhoes tampa beirada gostei
0.0,chegou lateral rasgada box chegou dois ralados rasgados lateral talvez transporte
0.5,chegou menos dias atualizaram rastreamento cel ja chegou ainda mostra aguardando nota bem conservado porem veio bateria viciada deixo carregado hora dormir acordo ja vou enviar avaliacao vamos ver volta melhor
1.0,chegou hje entao ainda tempo avaliar desempenho chegou super rapido mega feliz porque entregaram menos dez dias previsao pro dia junho recomendo demais
1.0,chegou rapido chegou prime chegou rapido bicos adptadores posicoes
0.5,cheiro bom mas gostoso mas fixa pouco menos pele entrega super rapida
1.0,chique pratico moderno espacos inteligentes
0.0,colchao soltou costura dia uso infelizmente costura soltou dia uso enchi cautelosamente procurei limpar bem chao nenhum risco achar algo pudesse fura lo mas assim rasgou peso kg colchao casal definitivamente recomendo produto
0.0,collagen skin recomendo gosto horrivel consigo tomar qto propoe tomei
0.0,defeito caixinha musica deveria toca musica faz barulho incomodo nunca musica reclamamos fabricante vendedor parceiro resolvendo demora pena filhinha pediu tanto patinete agora pode usar ja q pretendo trocar
0.0,avaliar recebi bem gostaria avaliar produto mas ainda recebi entao fica dificil avaliar produto ter maos
1.0,esperava otimo produto super recomendo material otima qualidade
0.5,posso queria comprar mas posso fazer carta nome pessoa quero junto endereco
0.0,posso avaliar nao recebi nao recebi produto nunca compro site pois data entrega era pra dia ainda nao entregaram nada apenas informaram nao estoque detalheee ja pagooooooooooooooooooooooooooooo
0.0,vou avaliar nao recebi aguardando resposta agora nada mandam aguardar dias uteis fez mes comprei nadaaa
0.0,vou avaliar nao recebi produto ate hoje kkkkk pessimo lugar comprar americanas deus livre nunca mas ate hoje espero produto kkkkk nao recomendo ninguem loja
0.0,comoda gavetas dificil abrir achei montavam cliente
0.5,comoda ainda recebi encomenda assim chegar dou avaliacao
1.0,compacto eficiente carrega rapido celular boa carga usar vezes
1.0,compacto produto ideal ambientes espaco
1.0,compra produto bom gostei chegou prazo certo foi indicado foi compra satisfatoria
0.0,comprei dois vieram defeito produto pessima qualidade nao recomendo niguem pior produtos chineseses loja virtual presta pessimo atendimento consumidor segundo produto compro vem defeito nao consigo troca los
0.0,comprei dois veio veio elastico boa tarde produto veio errado veio comprei dois obrigada aguardando fiquei internet responder dentro prazo agora tentando novamente resolver problema
0.0,comprei recebi oi hoje ainda recebi capa sei acontecendo vai mes nada faco pra receber comprei tao conceituada loja
0.0,comprei tinha estoque comprei produto tinha estoque era presente infelizmente consegui entregar muita falta respeito cliente comprava sempre americanas mas hoje sei compro
0.0,comprei errado onde viu pedal rodinha era presente natal filha quis devia fabrica produto fraco filha quis anos
0.0,comprei ese modelo foto veio outro totalmente diferente nao indico produto diferente comprei nao consegui trocar
0.5,comprei mas ainda aguardo alguem sabe dizer nao vem fone ouvido iphone
0.0,comprei mas recebi produto lamentavelmente comprei paguei produtos mas recebi entrei contato administradora mas ninguem da retorno recomendo comprar site magazine h pois entregam corretamente triste
0.0,comprei nao satisfeito devolvi produto alem pouca vasao pressao agua gela pouco apenas resfria instalei purificador apenas hs satisfeito entrei contato loja postei produto volta pedindo credito comprar outro purificador compressor
0.5,comprei carregador veio outro produto veio diferente comprei fiz reclamacao americanas aguardando resposta espero amesma tome providencia sempre comprei site nunca problemas loja manchando nome loja tao conceituada mercado americanas favor tome providencia
0.0,comprei aparelho mx k carrega bateria teclado aparelho uso gastei dinheiro item funciona
0.0,comprei coisa recebi outra produto comprei gosto bastante porem comprei coisa recebi outra decepcao
0.0,compreio celular debitaram nao entregaram compreio celular americanas dia mes passado debitaram conta ate agora nao retornaram liguei disseram mandar comprovante ja fiz ate agora nada aonde respeito decepcionado lojas americanas antes era melhor vendas agora descontaram valor reais proprio site dizendo era segura debitarm agora fica enrolando
0.0,computador travando demais computador foi adquirido mes esquentando travando lento consegui resolver americanas pois aparentemente diretamente fornecedor gostando desempenho produto
1.0,conforme esperado bem acabada som satisfatorio funciona bem elegante estavel melhor custo beneficio
1.0,conforto praticidade produto otima qualidade funciona bateria fio boa mobilidade gente ainda funciona boa distancia
1.0,conversor gravador digital excelente produto bom facil instalacao
0.0,cor diferente comprei produto jg magazine justamente dar cor prata volta branco dentro enviaram produto igual foto mandaram todo preto falta cuidado consumidor deveria menos descrever produto corretamente site
0.0,critica tela toque apresentou problema menos meses uso contar sony possui unica loja assistencia tecnica celulares atender todo estado rio janeiro absurdo
1.0,cumpre promete pontualidade entrega produto cumpre promete descricao excelente produto otimo investimento super recomendo
1.0,cumpre promete bom funcionamento atende bem necessidades
0.5,curiosidade voce poderia dizer tamanho marca guidao mesinha marca obrigado
1.0,custo beneficio superou expectativas aparelho otimo custo beneficio lojas americanas cumpriu prazo perfeicao produto foi entregue dentro prazo prometido
1.0,custoxbeneficio produto compativel preco bom ruim valor pago compensa
1.0,pro gasto bom custo beneficio agora precisa ver quantos dias ira durar bateria ne
0.0,decepcao americanas gostei mas fiquei decepcionada pq fio nao m comprei pensando q metros paraminha surepsa nao falar decepcao lojas americanas q nao entregou produtro prazo dias atraso comprei dia recebi dia nehuma expliacao pedido desculpa peloa atraso nunca compro nada lojas americans
0.0,decepcionada antes comprar havia conferido descricao produto vinha tazos descrito vinha tazos comprei produto filho ficou euforico chegou pacote saraiva decepcao total livro veio tazos espero providencias
0.0,decepcionada decepcionada ainda recebi produto comprado comprei outros livros chegaram mas foi faturado separado ainda recebi
0.0,decepcionado comprei aparelho dar presente contando pontualidade prazo maximo dessa entrega era pra chegar maximo dia incrivel nunca vi atraso tao grande acontecendo onde anda produto estarei aguardando esclarecimentos obrigado
0.0,decepcionado camiseta veio estampas totalmente diferente foto produto site alem vir indicios uso manchas terrivel
0.0,decepcionante filho ainda nao coordenacao apurada danificou aparelho achei bem fraco pra indicado acima anos nao vai durar semana casa
0.0,decepcao comprei abajur usar descobri lampada usa normal sim rosca pequena voltei ver propaganda realmente dizia usa lampada mas entende disto olhando desenho vendo lampada rosca qualquer pensa lampada comum entanto lampada comum dai procurar muita dificuldade bocal adaptador
0.5,decepcao olha produto chegou casa sapata quebrada quebrou peca liga pedal pedivela selim melhores tirando coisas bike boa mas recomendo
0.0,decepcao produto vem classificado mini mini porem indicacao nenhum lugar antes realizar compra poderia menos colocar tamanho real produto
0.0,defeito cabo caneca veio solto ainda coloquei uso pois mudanca ruim vou devolver
0.5,deixou desejar tecido fino veste bem da caimento legal corpo visto manequim ficou certo pra mim acabamento costura bolsos frontais traseiros cos primeira tornam belissima peca comprei outra modelo calca mesma marca nesse site porem qualidade superior
0.5,deixou desejar detalhe frente duro machuca dedinhos deixando sensacao desconfortavel atrapalhou tenis tenis beira rio otimo super macio confortavel comprei achando qualidade mesma mas infelizmente foi parte frente estraga todo design tenis
0.0,demora ainda chegou preocupado muita demora
0.0,demora nunca compro americanas demora eternidade
0.0,demora entrega produto demorando pra entregue tanto posso dizer ainda bom ruim porem posso dizer insatisfeita prazo entrega
0.0,demora entrega soubesse demorava tanto receber produto jamais tinha comprado
0.0,demora entrega produto prazo entrega dias uteis agora data ate sendo q efetuei pagamento dia vai dar mes brincadeira demora nunca tinha ocorrido antes falta respeito
0.0,demora entregar comprei dia ate agora nao recebi produto falta respeito clientes comprei dar presente filho sobrinha nao recomendo comprar site
0.0,demora pra gear nota fiscal finalizar compra antes gerava nota fiscal prazo hoje dia demora entrega complicada tbm ja preocupada pois passou prazo pra gerar nota ainda nada entro contato nao respondem
0.0,demorado porque demora tanto entrega desse produto pedem dias entregar porque
0.0,semana parou funcionar comprei principalmente valor posso reclamar perda tempo
0.0,desbota desfia comprei lencol desse fiquei chateada qualidade produto desbota desfia poucas semanas uso
0.0,descascocou cozinhei duas vezes macarrao comecou descascar produto boa qualidade
0.0,descepcao pedi devolucao aguardando retirada favor
0.0,descontente bom dia comprei produtos amos vieram mesma caixa rasgada alem disso faltaram parafusos porquinha manual tambem veio desejar
0.0,descricao produto gostaria saber quantas pecas produto composto pq diz duas coisas diz vem pecas outra diz vem verdadeira verdade quero comprar mas quero saber real situacao grata aguardo resposta ansiosa
0.0,descricao horrivel site americanas certo descricao correta varios produtos varios precos diferentes nenhum fala produto crhoma
1.0,desejado sim desejado mostrei cunhadas acharam lindo cor topazio dei dica liguem americanas
0.5,desepcao cadeiras q boazinhas mesa leve pode encostar q sai lugar pior ainda vc sentado apoia mesa levantar ai vira
0.0,desnconfio desconfio desse produto valor bem abaixo normal
0.0,desnecessario melhor fazer solda usar emenda fica falhando
0.5,desprezo consumidor produto bom mas vendedor produto americanas sabem recebi cinco cartuchos laminas cada seis cartuchos conforme adquiri paguei enviei mail vendedor fiz avaliacao americanas obtive resposta ninguem gostaria deixar claro valor falta sim desinteresse ocorrido oque faz ter avaliar produto fornecedor etc
0.0,detalhes tecnicos produto fino estreito precisa grosso pouco maior
0.0,detestei produto telefone veio defeito bateria foi sufoco estornar valor nunca mas compro nada americana
0.5,deve bom usei ainda espero bom
0.0,devo adivinhar fica meio dificil avaliar produto recebi
0.0,devolvido aqui aguardando coleta produto pois data era dia ainda vieram
0.5,dificil misturar gruda tudo recipiente dificil tomar porem chegou super rapido equipe atendeu super bem talvez algum truque misturar facilidade
0.0,dimensoes vou comprar produto possui dimensoes tamanho impossivel
0.0,dinheiro jogado cinta pessima qualidade material pessimo colocar fecho sotou parte primeiros fechos descosturou barbatana horrivel ferrinho fino arrependi da gente querer economizar
0.5,duvida boa tarde apostila referente ano edital publicado semana
0.5,duvida jogo requer q esteje online pra jogar gostaria saber
0.5,duvida pc vem placa gb gb
0.5,duvida essse produto nao opicao compra boleto quero nao consigo
0.5,duvida gostaria saber comprando dois cadernos ira vim duas capas diferentes
0.0,duvida ja fazem duas semanas compra nota fiscal foi emitida ainda gostaria saber ainda vai chegar prazo previsto
0.5,duvida anuncio bom vi ferramenta disponivel site tirar duvida entao pergunto comprou produto preco anuncio deste auto falante par unidade
0.5,duvida aguem puder informa quanto barulho silencioso conhece algum mas silencioso possivel odeio barulho hora jornal kkk
0.5,duvida so duvida gostaria saber depurador tambem
0.5,duvida vai rodar unturned cs minecraft warface outros jogos
0.5,duvida vem chave abri gaveta chip ainda estoque
0.5,duvidas comprar aqui vem junto plano alimentar vem junto produto pra feita desintoxicacao antes receber produto
0.5,duvidas maquina vem pentes alguem saberia responder
0.5,duvidas antena pode usada telefone celular fixo
0.5,duvidas preciso saber quantos milimentros largura mm
0.5,duvuda armario vem tampo possui informacao caracteristicas produto
0.5,duvida bom dia favor gostaria saber medida profundidade altura comprimento deste armario espero resposta parede lavanderia largura ai quero ver cabe ok obrigado
0.5,duvida gostaria perguntar comprou produto segue descricao qualidade presta
0.5,duvida interessei produto mas todas informacoes encontrei meio falar fornecedor preciso saber dimensoes nicho forno coocktop porta comporta botijao gas obrigada
0.5,duvida descricao produto fala cor preto mas foto prata alguem comprou pode confirmar chegou preto prata fico aguardo
0.5,duvida tipo tv colorida hd digital aceita cartao memoria fm digital
0.5,duvida impressora copiadora xerox
0.5,duvida digam coisa tv android entao baixar netflix funciona
0.5,duvidas qualquer monitor compativel entrada hdmi aguardo resposta
0.5,exelente relogio venho pulseira dura tambem nota fiscal encontra ola boa tarde relogio venho defeito pulseira dura fica jutos braco queria troca informo nota fiscal venho quero recebe
0.0,esquenta faz barulho regular creio nao deve durar talvez valha pena gastar pouco comprar original tantas facilidades pagamento hoje dia
0.5,ebom duvida produto funciona smartphone
0.5,lindo oi bom dia produto lindo so n gostei materia vem junto n sai tempo uso comeca esquentar motor novo deu defeito espero n quanto loja agradeco rapider produto loja sempre primeiro lugar to feliz obrigado lojas americana preciso algo vou comprar denovo obrigado obrigado amei amei
0.5,bonito guenta carga aguentase carga era otimo infelis mente guenta
0.0,eletrodo mm solda fica colando eletrodo revestido mm solda fica colando solda continua
0.5,teste dias uso poderei avaliar realmente produto eficacia prometido
0.0,embalagem preocupem questao embalagem pois comprei produto site propria consul paguei muuuuuuuuuuuuuito caro porque fiquei medo pasmem entregaram produto envolto papel plastico transparente
0.0,embalagem danificada gostaria feita troca produto pois embalagem veio danificada amassada rasgada revendedor condicoes revender produto embalagem danificada
0.5,embalagem faltando pecas recebi produto pecas principais compoem produto bico cantos frestas bocal estofados filtro permanente lavavel espero facam reposicao recomendo produto porque outro igual funciona bem uso domestico embora barulhento
0.0,empresa cumpre prazo respeita consumidor comprei atraves site americanas empresa continental center portanto responsabilidade solidaria mesma recomendo comprar cumprem prazo procuram cliente justificar respondem mail fazem lancam mao apontar cliente culpa foi ter numero celular passaram dias culpa ainda porque atualizei telefones quero entreguem aonde celular quero entreguem endereco forneci total desrespeito cliente merecem credito
1.0,encaixe perfeito chave atendeu perfeitamente nescecidade bom recomendo
1.0,entrega entrega excelente antes prazo americanas parabens
0.0,entrega desejar responder ainda recebi mercadoria sempre comprei site americanas nunca demorou tanto fiz compra dia previsao entrega ate hoje recebi
0.0,entrega atrasou a entrega produto foi prazo informado compra
0.0,entrega comprei dias chegou ainda queria informacao sobre
0.0,entrega falsa diz vem transportadora vem correios chegou tempo data prevista recomendo
0.5,entrega rapida chegou rapido controle remoto acompanhou pilhas ainda vou tentar sintonizar facil manuseio
1.0,entrega super rapida pedido efetuado dia pagamento autorizado dia nota fiscal emitida dia produto entregue dia meio dia atendimento excelente rapida entrega produto perfeitas condicoes parabens lojas americanas
1.0,entrega super rapida bom alem confortavel ajusta bebe dormir entrega bem antes prazo
0.0,entregaram outro produto nada ver relogio falante kkkkk parece brincadeira pode vendem produto entregaram outro nada ver custa r
0.0,enviaram outro produto comprei genco g x enviaram genco tratamento semanal produtos diferentes
0.0,enviaram outro produto nao satisfeito produto pois nao enviaram produto certo foi enviado duas fonte xbox
0.0,enviaram produto diferente descricao fiz compra desse produto descricao recebe produto era diferente anuncio lixo caixa som mirage veio defeito bateria carrega perdi confianca americanas loja mirage merenda
0.0,erapara ter recebido dia gostaria saber porque ate momento recebi encomenda pois ninguem entra contato dar satisfacao fico aguardo
0.0,esperava gostei tesouras achava bom investimento mas foi
0.0,esperava produto criei alta expectativa celular lento complicado
1.0,espetaculaar sandalia realmente espetacular super linda combina tudo super amei super recomendo
0.0,produto garantia americanas anuncia produto garantia
0.5,tablet pra colocar chip wifi tablet pra colocar chip wifi
0.0,valor absolutamente abusivo site produto valor reais totalmente abusivo acontecendo lojas americanas sempre gostei comprar site porem agora tantos vendedores lojas diferentes site cada x complicado comprar
1.0,estimula pensamento brinquedo faz crianca pensar achar resposta
1.0,apaixonada fritadeira maravilhosa arrependo pouco ter comprado soubesse era tao boa pratica comprado antes simplismente amo uso todos dia
0.5,comecando usar ainda opiniao formada ainda opiniao formada peco aguardarem pouco
1.0,gostando bom barato recomendo chegou muuuuuuuuito antes esperado
0.5,satisfeita satisfeita tv so dia desligou nada ligava outro dia ligou normal
1.0,satisfeito bom violino gostei entrega antes prazo violino muto bonito
1.0,amei batedeira bolo americana parabens produto muinto bom gostei muinto senpre compro americana muinta comfiansa gosto muinto
0.5,classifico tudo excelente gostei mto jogo perfeito opiniao referente jogo sim outro pesquiso pequena coisa sim frete vezes disporpocional area entrega mto elevado chega custar reais compra satisfeito indico todos compre lojas americanas
0.5,sei dizer bem comprei final novembro chegou inicio dezembro comeco fevereiro ambos mouses havia comprado haviam parado funcionar mas tempo durou foi bem pouco mas qualidade mouse exelente
1.0,recomendo super bom show amei perfeito recomendo lindoooooooooooo
1.0,exatamente esperava otimo produto entrega rapida fiquei satisfeita compra
1.0,excelente excelente qualidade entrega rapida produto conforme anuncio
1.0,excelente adorei smartphone opiniao melhor iphone ameiiii
1.0,excelente gostei otimo custo beneficio produto resistente mede temperatura segundos leve designe legal facil manuseio entrega antes prazo super recomendo
1.0,excelente produto excelente bom otima fixacao recomendadissimo voltarei comprar
0.5,excelente produto bom contudo veio defeito loja parceira merece credibilidade consegui sanar problema
1.0,excelente recebi hoje produto perfeito estado entrega rapida recomendo parabens entrega opode ter certeza irei comprar sempre obeigadooo
1.0,excelente recomendo produto chegou antes prazo estabelecido
1.0,excelente toda experiencia compra foi positiva desde escolha traking entrega prazo produto
1.0,excelente acabamento perfeito entrega rapida promprei pra mim outra pra dar presente obrigado americanas
1.0,excelente aquisicao produto qualidade funcionalidade agora utilizar
1.0,excelente bem facil usar pratico otimo custo beneficio
1.0,excelente custo beneficio uso domestico bem interessante mas acho philco deveria dar melhorada ficar pe fazer lo garra maior podermos pendura lo
1.0,excelente entrega antes previsto entrega dias antes previsto
0.5,excelente excelente nao muiito tempo pra extenso acaba fazendo desistir avaliar proximas vezes mude jeito avalar
1.0,excelente gostei produto suoerou expectativa som qualidade
1.0,excelente bom prazo certo acredito q descontos referente compras
0.5,excelente otimo custo beneficio adorei produto mas senti falta opcao timer ar quente mas faixa preco real ta otimo umidificar legal designer arrojado
1.0,excelente marca vendedores comentarios bom produto recomendo todos
1.0,excelente perfume maravilhoso entrega rapida gostei indico sempre parabens americanas
1.0,excelente praticidade porta guardanapo bonito pratico util otimo decoracao
1.0,excelente produto adorei produto tambem lojas americanas produto chegou antes prazo estimado
1.0,excelente produto produto bom entrega rapida excelente americanas recomendo nota
1.0,excelente produto pele fica firme uniforme bem diferente deixa pele oleosa rapida absorcao
1.0,excelente produto chegou antes prazo bem embalado ordem americanas parabens sempre compro nunca problemas recomendo sempre
1.0,excelente produto entrega rapida antes prazo valor frete cabe bolso otimo pra cabelo liso ondulado nao faz funcao secador mas deixa cabelo bem modelado pontas fica lindo dura dia todo recomendo
1.0,excelente produto gostando bastante camera excelente bateria duravel uso mediano produto bem embalado recomendo comprar lojas americanas
1.0,excelente produto excelente produto design bonito lavagem silenciosa
1.0,excelente produto excelente produto entrega antes prazo recomendo
1.0,excelente produto bom produto aconselho comprar compraria novo precisar entrega foi super rapida parabens
1.0,excelente produto otimo cerdas macias tamanho bom variedade pinceis
1.0,excelente produto impressora rapida boa vai atender bem necessidade
0.5,excelente produto pratico bonito adorei panela eletrica marca mas acho inconveniente cabo energia fixo panela apenas
1.0,excelente produto excelente excelente produto recomendo aparelho leve facil instalacao menu super pratico
1.0,excelente recomendo todos magnifico excelente produto facil encaixe pratico
1.0,excelente recomento excelente livro bem pontual entrega
1.0,excelente relacao produto x preco otima imagem excelente preco recursos conectividade
1.0,excelente melhores jogos preco bom podem comprar sim
1.0,excelentep chaleira otima conhecia presenteei irmas adoraram
0.0,excessivamente simples aparelho permite navegar pastas arquivos musica pendrive
1.0,exelente excelente chegou prazo combinado bem embalado cada passo era informada onde produto amei celular super recomendo
1.0,exelente bom entrega prazo sempre compro nenhum problema
1.0,exelente otimo lugares onde coifa limpa desengordura ar ambiente
1.0,expectativa cumpre necessidades esperado esquenta pouco
0.5,experimentando nao vi muita diferenca mas nao terminei usar ainda
0.0,falha problema produto si mas forma foi entregue veio caixa original sim caixa bolo produto arranhado fiquei nada satisfeita
0.0,falta comprometimento prazo entrega posso avaliar produto pois ainda recebi mas comprometimento entrega casa valencia deixou desejar pois marcado dia hoje chegou
0.0,falta informacao sei quantos ml nao sei term l d
0.0,falta profissionalismo produto nao sei falra bom pois nao recebi fiz pedido realizei pagamento esperei produto deveria chegar dia mas ate agora nada pior ngm consegue informar aonde produto sabem mandar aguardar dias uteis enquanto ganham tempo produto nao chega sabem entrega nao correios sim transportadora americanas grande falta respeito cliente
0.5,falta imformacoes linda porem fala tamanho ninguem sabe pequena grande
0.0,falta informacao sobre produto nao informa branco frio branco quente fica dificil comprar
0.0,falta informacoes constam medidas produto comprar sei vai caber capacidade litros informa nada
0.0,faltam especificacoes pagina informa sequer medidas produto
0.0,faltando unidade embalagem amassada comprei duas unidades veio ainda embalagem amassada ainda era presente horrivel recomendo
0.0,faltou banheira faltou vir banheira nasceu crianca chegou banheira somente chegou trocador
0.0,faz muita sujeira compraria novamente pois filha alergica vai poder continuar brincando pedi porque conhecia porque pediu brinquedo papai noel
0.0,fiz pedido cor veio outra fiz pedido cor dourado veio cor branca gostaria vinhesse cor pedir
0.0,foi enviado endereco errado valor foi pago bem fraquinho contando ainda comprei apareceu melhor barato venda ainda entregaram endereco vizinha conheco
0.5,foi presente posso emitir avaliacao pois produto uso foi presente
1.0,foi presente olha comprei boleto bancario mas aprovacao foi dia entrega superou expectativas foi entregue antes prometido super recomendo
0.0,foi sacanagem compro nenhum lugar daqui cidade vale americanas quero dinheiro
0.5,fone ouvido pra vender entregam fone ouvido vem nesse produto separadamente
0.5,fones samsung fones otima qualidade entrega poderia rapida
1.0,fonte samsung chegou antes prazo momento funciona perfeitamente
0.0,fornecedor ruim agora precisar melhorar propaganda site foto acima coloquei pedido queria radio azul veio vermelho site constava preto vermelho azul vi possibilidade troca parceiro americanas firma util ferramentos comercial ltda respondeu iria trocar pois pedido constava cor azul pena parceiro tomou atitude
0.0,fornecedora maranbr ruim problema loja fornecedora maranbr pesima encomenda leva vida pra chegar
1.0,forno amplo exelente aquecimento gostei produto recomendo produto excelente entrega rapida gostei aprovo
0.0,fraco produto usado tds dias fraquinho esmalte fica logo escuro fogo
0.0,fritadeira oleo philco jumbo l teflon ruim sistema encaixar tampa pouco complicado travar
0.5,frustrada chegou ate antes prazo mas nao funcionou tv philpespflg consegui conecta wi fi mas nao abre nenhum app parese nao puxa iternet
0.0,enganado anuncio diz suturas mandam apenas
1.0,funcional gostei produto diria uso profissional mas karaoke iniciante canto bom comeco super indico corujamix entrega rapida atenciosos
0.0,furada pura comprei site americana mim enviaram produto replica selo anatel pagando valor original reclamar pra americana sempre cancelam contato mim envia mail dizendo q prazo pra reclamar expirou dias hora compra explicam prejuizo ainda q terminar pagar parcelas solucao entao furada comprar produto americana
1.0,garrrafa termica termolar otima veio rapido produto excelente qualidade
0.0,golpe produto nao foi entregue nao recebi produto produto nao foi entregue comprei site americanas emoresa grande produto foi vendido outra empresa nao sabia produto nao foi entregue
0.5,gostaria comprar ainda comprei mas gostaria saber c cor preta
0.5,gostaria especificacoes gostaria comprar mas medidas entao saber base centro mesa jantar
0.0,gostaria inclusive trocar menos q carregador anao possivel transportar carga carga kg descricao
0.0,gostaria melhor faltando dvd liguei besway mandaram olhar video youtube mas gente consegue ver passo passo ninguem conhece produto assistencia tecnica local entao fica navios elefante branco maos montando sei correto verao passando
1.0,gostei melhor vassoura limpa melhor vassouras manual
0.5,gostei produto baixa capacidade camera ruim trava fazer ligacoes bom pode baixar muitos aplicativos suporta mas recomendo valor aparelho
1.0,gostei tudo perfeito entregue prazo perfeitas condicoes
1.0,gostei bastante produto entrega antes previsto produto veio intacto lindo amei
1.0,gostei bastante linguagem simples pratica alcancando diversos leitores
1.0,gostei bastante bem feito todo borracha tecido dentro furos respirador pe bem feito super recomendo
1.0,gostei bom
1.0,gostei produto otimo produto bom material facil limpeza manuseio facil bom produto
1.0,gostei armario parede ficou lindo cozinha gostei produto showwww
0.5,gostei produtio bom porem cameras deixam desejar entrega foi dentro prazo caixa veio solta dentro outra caixa maior poderia ter chegado alguns danos entregaram nota fiscal impressa produto
1.0,gostei produto adorei mercadoria entrega super rapida antes prazo estipulado comprei segunda sexta feira mercadoria loja
1.0,gostei produto ainda utilizei mas conheco pessoas satisfeito espero ficar
1.0,gostei produto bom mim foi relativamente facil instalacao mas pessoa nenhum conhecimento instalacao hidraulica acho vai precisar ajuda foi entregue dentro prazo perfeito estado ate momento satisfeito mas semana uso espero continue assim
0.5,gostei produto horrivel instalar profissional entenda era
1.0,gostei produto bom produto gostei escolha produto recomendo produto
1.0,gostei produto melhor atendimento velocidade entrega produtos americanas parabens
1.0,gostei produto produto mochila era esperava produto boa qualidade bem utilizado
1.0,gostei produto imagem boa sintonizar aparelho pouca informacao no sego
1.0,gostei produto achei linda chegou antes prazo filhos adoraram
1.0,gostei produto carrinho bonito confortavel chegou perfeitas condicoes entrega foi dia certo
1.0,gostei produto entrega rapida produto qualidade corresponde promete
1.0,gostei produto era esperava produto abraco abraco abraco abraco abraco
1.0,gostei produto gostaria saber parte recipiente aonde colocamos oleo conseguimos retirar lavar
0.5,gostei produto gostei produto somente entrega retirar correio embalagem aberta
0.5,gostei produto mas compra deu prazo bem longo frete assim compra chegou prazo certo sabia aonde produto havia comprado somente reclamar ai mandaram compra
1.0,gostei produto bom produto reclamar veio modelo escolhi chegou antes prazo estimado
0.5,gostei produto produto veio lateral quebrada varal colocar roupinhas veio filha ficou chateada ter vindo varalzinho
1.0,gostei produto porque entrega foi rapida produto conforme anunciado
1.0,gostei produto recomendaria outras pessoas comprarem produto
1.0,gostei produto tudo certo entrega produto obrigada obrigada obrigada
1.0,gostei produto escova leve eficiente niveis temperatura atendeu expectativas preco otimo
1.0,gostei produto atendeu expectativas gostei compra site produto entrega foi rapida sucesso
